CountyCode,Tally,Population,Geoname,Value
01001,1.7520523101597687,55416,"Autauga County, Alabama",0.32913730869705604
01003,7.830415150206647,208563,"Baldwin County, Alabama",0.4983003974686323
01005,1.352371846277215,25965,"Barbour County, Alabama",0.8205093874777827
01007,0.3072888779223984,22643,"Bibb County, Alabama",-0.5033529841699039
01009,0.7831028314107713,57704,"Blount County, Alabama",-0.5033529841699022
01011,0.1406230337425205,10362,"Bullock County, Alabama",-0.5033529841699039
01013,0.2713934982419347,19998,"Butler County, Alabama",-0.5033529841699039
01015,6.555389550305351,114611,"Calhoun County, Alabama",0.9126760518323656
01017,0.45928443649373935,33843,"Chambers County, Alabama",-0.5033529841699022
01019,0.3491147985935481,25725,"Cherokee County, Alabama",-0.5033529841699022
01021,0.5963247177842206,43941,"Chilton County, Alabama",-0.5033529841699039
01023,0.1763284189747704,12993,"Choctaw County, Alabama",-0.5033529841699039
01025,0.33102461291715457,24392,"Clarke County, Alabama",-0.5033529841699056
01027,0.18310036395040397,13492,"Clay County, Alabama",-0.5033529841699039
01029,0.20253408179631127,14924,"Cleburne County, Alabama",-0.5033529841699039
01031,0.6951896860156677,51226,"Coffee County, Alabama",-0.5033529841699056
01033,3.7357670717414,54216,"Colbert County, Alabama",1.0959923873821722
01035,0.1682129418296221,12395,"Conecuh County, Alabama",-0.5033529841699022
01037,0.14359508975387092,10581,"Coosa County, Alabama",-0.5033529841699039
01039,0.508343717229041,37458,"Covington County, Alabama",-0.5033529841699056
01041,0.1888137684288449,13913,"Crenshaw County, Alabama",-0.5033529841699022
01043,6.119216581333651,82471,"Cullman County, Alabama",1.1688434085326713
01045,0.6680476219850711,49226,"Dale County, Alabama",-0.5033529841699056
01047,0.5429498488680526,40008,"Dallas County, Alabama",-0.5033529841699039
01049,0.9621861698846478,70900,"DeKalb County, Alabama",-0.5033529841699022
01051,3.1100968478193747,81799,"Elmore County, Alabama",0.5107172871471661
01053,1.5120078958731722,37728,"Escambia County, Alabama",0.562539792230577
01055,1.3918993276170484,102564,"Etowah County, Alabama",-0.5033529841699056
01057,0.2245462957251248,16546,"Fayette County, Alabama",-0.5033529841699039
01059,2.429224600579854,31628,"Franklin County, Alabama",1.20284431654956
01061,0.3611794460551474,26614,"Geneva County, Alabama",-0.5033529841699056
01063,0.1142952316328418,8422,"Greene County, Alabama",-0.5033529841699056
01065,0.20291407069273973,14952,"Hale County, Alabama",-0.5033529841699022
01067,1.2329331935105752,17164,"Henry County, Alabama",1.136945493391598
01069,9.412147307383869,104056,"Houston County, Alabama",1.3638253141125867
01071,0.7075664672136204,52138,"Jackson County, Alabama",-0.5033529841699039
01073,59.77189040357635,659521,"Jefferson County, Alabama",1.3657445448154348
01075,0.1888816235889213,13918,"Lamar County, Alabama",-0.5033529841699022
01077,3.252850533588302,92318,"Lauderdale County, Alabama",0.4358129111579098
01079,0.45115538831657515,33244,"Lawrence County, Alabama",-0.5033529841699039
01081,15.157671951144318,158991,"Lee County, Alabama",1.4155889289947543
01083,4.4650000412048065,92753,"Limestone County, Alabama",0.7429620359739322
01085,0.14056874961445934,10358,"Lowndes County, Alabama",-0.5033529841699039
01087,2.2573474801061053,18963,"Macon County, Alabama",1.63415257202472
01089,24.63816447671514,356967,"Madison County, Alabama",1.0976423308477214
01091,0.2669829128369622,19673,"Marengo County, Alabama",-0.5033529841699056
01093,0.4071038183949165,29998,"Marion County, Alabama",-0.5033529841699056
01095,2.29137869347973,95157,"Marshall County, Alabama",0.061108341946105475
01097,32.62975263709825,414836,"Mobile County, Alabama",1.2262833055397664
01099,0.2921843192893712,21530,"Monroe County, Alabama",-0.5033529841699039
01101,28.071789525630727,226349,"Montgomery County, Alabama",1.6744969487128265
01103,6.615115662204672,119012,"Morgan County, Alabama",0.8845133847971526
01105,0.12992906051446562,9574,"Perry County, Alabama",-0.5033529841699022
01107,0.27581765467892144,20324,"Pickens County, Alabama",-0.5033529841699056
01109,5.451725371661208,33286,"Pike County, Alabama",1.9482490522272249
01111,0.3074110172105362,22652,"Randolph County, Alabama",-0.5033529841699039
01113,4.78945407439393,58172,"Russell County, Alabama",1.271238976418261
01115,2.1945086669545346,88019,"St. Clair County, Alabama",0.09534352895046064
01117,10.036848107311314,210622,"Shelby County, Alabama",0.732989617672501
01119,0.1769662574794893,13040,"Sumter County, Alabama",-0.5033529841699039
01121,1.0870803775214362,80103,"Talladega County, Alabama",-0.5033529841699039
01123,0.5527074208870514,40727,"Tallapoosa County, Alabama",-0.5033529841699056
01125,25.797016840417033,206102,"Tuscaloosa County, Alabama",1.6835534205097402
01127,1.881669236937884,64967,"Walker County, Alabama",0.24287036384055813
01129,0.22739621244833727,16756,"Washington County, Alabama",-0.5033529841699056
01131,0.14909135772006657,10986,"Wilcox County, Alabama",-0.5033529841699039
01133,0.32305841712417527,23805,"Winston County, Alabama",-0.5033529841699039
02013,0.013328049559640596,3296,"Aleutians East Borough, Alaska",-1.6951646812207197
02016,0.022834798502211907,5647,"Aleutians West Census Area, Alaska",-1.6951646812207197
02020,11.205800289529233,298192,"Anchorage Municipality, Alaska",0.4992055716529591
02050,0.07265727988095334,17968,"Bethel Census Area, Alaska",-1.6951646812207197
02060,0.003631246512304992,898,"Bristol Bay Borough, Alaska",-1.6951646812207197
02068,0.007897354608609856,1953,"Denali Borough, Alaska",-1.6951646812207197
02070,0.020032511383027765,4954,"Dillingham Census Area, Alaska",-1.6951646812207197
02090,0.40681687680450307,100605,"Fairbanks North Star Borough, Alaska",-1.6951646812207197
02100,0.010093086074290937,2496,"Haines Borough, Alaska",-1.6951646812207197
02105,0.00840281765319574,2078,"Hoonah-Angoon Census Area, Alaska",-1.6951646812207197
02110,2.1312909930529162,32468,"Juneau City and Borough, Alaska",1.0482479219887528
02122,0.23658096709233395,58506,"Kenai Peninsula Borough, Alaska",-1.6951646812207197
02130,2.0555847600870205,13746,"Ketchikan Gateway Borough, Alaska",1.8586913707421824
02150,0.0555281482260269,13732,"Kodiak Island Borough, Alaska",-1.6951646812207197
02158,0.03254777636697426,8049,"Kusilvak Census Area, Alaska",-1.6951646812207197
02164,0.006316266205145209,1562,"Lake and Peninsula Borough, Alaska",-1.6951646812207197
02170,1.4220212051856462,104365,"Matanuska-Susitna Borough, Alaska",-0.4994130480830292
02180,0.040101416105265714,9917,"Nome Census Area, Alaska",-1.6951646812207197
02185,0.038843824050336026,9606,"North Slope Borough, Alaska",-1.6951646812207197
02188,0.031027343528859917,7673,"Northwest Arctic Borough, Alaska",-1.6951646812207197
02195,0.012733625019207596,3149,"Petersburg Borough, Alaska",-1.6951646812207197
02198,0.025665391551892857,6347,"Prince of Wales-Hyder Census Area, Alaska",-1.6951646812207197
02220,1.0357059094695469,8830,"Sitka City and Borough, Alaska",1.6196114441642817
02230,0.004399550340075536,1088,"Skagway Municipality, Alaska",-1.6951646812207197
02240,0.02780451115658032,6876,"Southeast Fairbanks Census Area, Alaska",-1.6951646812207197
02261,0.03782885425680757,9355,"Valdez-Cordova Census Area, Alaska",-1.6951646812207197
02275,0.009749371203972537,2411,"Wrangell City and Borough, Alaska",-1.6951646812207197
02282,0.0024302663183689314,601,"Yakutat City and Borough, Alaska",-1.6951646812207197
02290,0.02234551027505277,5526,"Yukon-Koyukuk Census Area, Alaska",-1.6951646812207197
04001,2.3375501419621867,73112,"Apache County, Arizona",0.34015344738243825
04003,3.5806663934044267,125770,"Cochise County, Arizona",0.22595380579384883
04005,9.650556890847026,140908,"Coconino County, Arizona",1.0900187660861544
04007,0.24726221964830564,53556,"Gila County, Arizona",-1.5646806366281083
04009,1.1735904883963855,37599,"Graham County, Arizona",0.3165091536025323
04011,0.04438217412575922,9613,"Greenlee County, Arizona",-1.5646806366281083
04012,0.09380137643951422,20317,"La Paz County, Arizona",-1.5646806366281083
04013,270.5894550784432,4242997,"Maricopa County, Arizona",1.0198052157845003
04015,1.947612280988032,205249,"Mohave County, Arizona",-0.8555506283511517
04017,0.5079780599563901,110026,"Navajo County, Arizona",-1.56468063662811
04019,51.691712435206625,1016206,"Pima County, Arizona",0.7972353417325175
04021,7.932353600186755,418540,"Pinal County, Arizona",-0.17458933574313876
