CountyCode,Tally,Population,Geoname,Value
47037,279.4842105263155,684410,"Davidson County, Tennessee",2.0202268608315626
09011,13.75,269801,"New London County, Connecticut",-0.12247577772067143
11001,219.0,681170,"District of Columbia, District of Columbia",1.7740118322186416
12086,156.83582089552272,2712945,"Miami-Dade County, Florida",0.007314990160475322
20001,0.6857142857142855,12714,"Allen County, Kansas",-0.06414926190117101
20003,0.6857142857142855,7827,"Anderson County, Kansas",0.4353510880153375
20005,3.685714285714284,16380,"Atchison County, Kansas",1.4065803948320925
20007,0.6857142857142855,4688,"Barber County, Kansas",0.96311362825077
20009,1.6857142857142835,26775,"Barton County, Kansas",0.09515432926350967
20011,2.6857142857142846,14617,"Bourbon County, Kansas",1.1979336475177813
20013,0.6857142857142855,9684,"Brown County, Kansas",0.21614651495997603
20015,6.685714285714283,67025,"Butler County, Kansas",0.5689778353923343
20017,0.6857142857142855,2669,"Chase County, Kansas",1.5431083797066258
20019,0.6857142857142855,3374,"Chautauqua County, Kansas",1.3017673373789318
20021,1.6857142857142837,20246,"Cherokee County, Kansas",0.3829485800692466
20023,0.6857142857142855,2661,"Cheyenne County, Kansas",1.5461992140548038
20025,0.6857142857142855,2072,"Clark County, Kansas",1.8038007976468367
20027,0.6857142857142855,8143,"Clay County, Kansas",0.3945988483655896
20029,0.6857142857142855,9150,"Cloud County, Kansas",0.2745485166450585
20031,0.6857142857142855,8433,"Coffey County, Kansas",0.35856794081878945
20033,0.6857142857142855,1862,"Comanche County, Kansas",1.913830663561471
20035,1.6857142857142853,35753,"Cowley County, Kansas",-0.20258020047769207
20037,2.6857142857142837,39164,"Crawford County, Kansas",0.18315503544589315
20039,0.6857142857142855,2832,"Decatur County, Kansas",1.4820724257996827
20041,0.6857142857142855,19064,"Dickinson County, Kansas",-0.4812516917131616
20043,0.6857142857142855,7664,"Doniphan County, Kansas",0.4570199850047282
20045,1.6857142857142842,119440,"Douglas County, Kansas",-1.4445034085448631
20047,0.6857142857142855,2938,"Edwards County, Kansas",1.4442376171697004
20049,0.6857142857142855,2547,"Elk County, Kansas",1.5912825328940503
20051,4.685714285714283,28893,"Ellis County, Kansas",1.0693916674809516
20053,0.6857142857142855,6328,"Ellsworth County, Kansas",0.6542460710015875
20055,1.6857142857142835,36722,"Finney County, Kansas",-0.23011450168593467
20057,0.6857142857142855,33971,"Ford County, Kansas",-1.0760765599588553
20059,2.6857142857142855,25560,"Franklin County, Kansas",0.622529812423085
20061,1.6857142857142846,35586,"Geary County, Kansas",-0.19775958075850947
20063,0.6857142857142855,2589,"Gove County, Kansas",1.5744423585953735
20065,0.6857142857142855,2564,"Graham County, Kansas",1.5844330581633888
20067,0.6857142857142855,7646,"Grant County, Kansas",0.4594410705804598
20069,0.6857142857142855,6034,"Gray County, Kansas",0.7032299436666574
20071,0.6857142857142855,1296,"Greeley County, Kansas",2.286937464493383
20073,0.6857142857142855,6151,"Greenwood County, Kansas",0.683456318307385
20075,0.6857142857142855,2536,"Hamilton County, Kansas",1.5957389504782453
20077,0.6857142857142855,5685,"Harper County, Kansas",0.764574487075351
20079,1.6857142857142855,34913,"Harvey County, Kansas",-0.17810073902704504
20081,0.6857142857142855,4006,"Haskell County, Kansas",1.1249851965088413
20083,0.6857142857142855,1870,"Hodgeman County, Kansas",1.9094163656144418
20085,0.6857142857142855,13291,"Jackson County, Kansas",-0.10984785870721203
20087,0.6857142857142855,18897,"Jefferson County, Kansas",-0.47219239979467814
20089,0.6857142857142855,2901,"Jewell County, Kansas",1.457286751070133
20091,42.685714285714326,584451,"Johnson County, Kansas",0.24802461362158473
20093,0.6857142857142855,3917,"Kearny County, Kansas",1.1481181585043223
20095,0.6857142857142855,7467,"Kingman County, Kansas",0.48383238944299556
20097,0.6857142857142855,2483,"Kiowa County, Kansas",1.6174853540445773
20099,0.6857142857142855,20444,"Labette County, Kansas",-0.5532104043557947
20101,0.6857142857142855,1636,"Lane County, Kansas",2.0470620780018747
20103,2.685714285714285,80204,"Leavenworth County, Kansas",-0.5549020880604473
20105,0.6857142857142855,3073,"Lincoln County, Kansas",1.3979811243358569
20107,0.6857142857142855,9558,"Linn County, Kansas",0.22963114910566562
20109,0.6857142857142855,2831,"Logan County, Kansas",1.4824360611271583
20111,2.685714285714284,33510,"Lyon County, Kansas",0.34368935773725345
20113,0.6857142857142855,28804,"McPherson County, Kansas",-0.9061943015487187
20115,0.6857142857142855,12112,"Marion County, Kansas",-0.014204780288875847
20117,0.6857142857142855,9836,"Marshall County, Kansas",0.20011091628655986
20119,0.6857142857142855,4216,"Meade County, Kansas",1.0723775452247175
20121,0.6857142857142855,32964,"Miami County, Kansas",-1.045093693351411
20123,0.6857142857142855,6243,"Mitchell County, Kansas",0.6681702098000714
20125,0.6857142857142855,32746,"Montgomery County, Kansas",-1.0382618288295624
20127,0.6857142857142855,5573,"Morris County, Kansas",0.7850617401608615
20129,0.6857142857142855,2848,"Morton County, Kansas",1.4762716588001619
20131,0.6857142857142855,10241,"Nemaha County, Kansas",0.15856505674036894
20133,0.6857142857142855,16146,"Neosho County, Kansas",-0.3101993107985886
20135,0.6857142857142855,2962,"Ness County, Kansas",1.4358608923029466
20137,0.6857142857142855,5493,"Norton County, Kansas",0.799949162637329
20139,0.6857142857142855,15843,"Osage County, Kansas",-0.29069333958298826
20141,0.6857142857142855,3642,"Osborne County, Kansas",1.223068339529559
20143,0.6857142857142855,5920,"Ottawa County, Kansas",0.7228688542106617
20145,0.6857142857142855,6743,"Pawnee County, Kansas",0.5888430362145183
20147,0.6857142857142855,5428,"Phillips County, Kansas",0.8122057256859063
20149,0.6857142857142855,23661,"Pottawatomie County, Kansas",-0.7036796753413205
